subgraph,freq,n_atoms,examples
c1:c:c:c:c:c:1,0.78106,6,COc1ccc(NC(=O)CN(C)CC(=O)Nc2ccc(F)c(F)c2F)c([N+](=O)[O-])c1;Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;CCCCCn1c(=NC(=O)c2ccc(OC)c(OC)c2)c(C#N)cc2c(=O)n3cccc(C)c3nc21;COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1
c:c:c(:c)-O-C-C,0.07708,7,COc1ccc(NC(=O)Cc2ccc3c(c2)OCCO3)cc1Cc1ccccc1;Cc1cn2ccnc(C(=O)NCCOc3cc(F)cc(F)c3)c2n1;COC1(c2nc(C(C)Oc3ccc(Br)cc3Cl)no2)CCC1;N#Cc1ccc(OC2CCN(C(=O)Nc3cc(C4CC4)ccn3)CC2)c(F)c1;CNC(=O)C1CN(Cc2csc(-c3cccs3)n2)c2ccccc2O1
c:c:c(:c:c):c:c,0.07698,7,Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;Fc1cccc2c1SCCC2=NNc1ccc2ccccc2n1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1;Cc1cc(Cl)ccc1NC(=O)c1cc2ccccc2c(=O)[nH]1;COCC1(C)CCN(C(=O)c2cc3ccccc3c(OC)n2)CC1
C-N-C-C-O-C,0.07698,6,COCC1(C(=O)O)CCCN1Cc1nnnn1CC(F)(F)F;CC1(O)CCCN(C(=O)COCC(F)(F)F)CC1;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;COCCNC(=O)N(C)CCCNc1ccccc1;Cc1ccc(C)c(C2CN(C(=O)CCn3cncn3)C(C)CO2)c1
c:c:c:n:c-C,0.07696,6,Cc1ncc(Cl)c(N)c1Cl;Cn1c(CN2CCN(CCO)CC2)nc2cc(Cl)ccc21;Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)NC(C)Cc1ccc(O)c(O)c1;Cc1nc2cc(-n3cc(CNS(=O)(=O)C4CC4)nn3)ccc2s1;O=C(NCc1nc2c(F)c(F)ccc2[nH]1)c1nc2cnccc2s1
c:c:c(:c)-c:n,0.07696,6,COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;Cn1c(SCc2ccc(F)cc2Cl)nnc1-c1ccc(C(C)(C)C)cc1;O=C(Cc1csc(-c2ccc(C(F)(F)F)cc2)n1)Nc1ccc(O)cc1;CC(c1nc(-c2cccc(C(F)(F)F)c2)no1)N1CCN(C(=O)CC2Cn3cnc(C(N)=O)c3NC2=O)CC1
c:c:c(:c)-N-C-C-C,0.07688,8,Cc1ccc(Oc2ccccc2NC(=O)CCC(=O)[O-])cc1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCNC(=O)N(C)CCCNc1ccccc1;COc1ccc2nc(SC(C)C(=O)Nc3ccc(SC)cc3)[nH]c2c1;COC(C)(C)C(=O)Nc1ccc(OC(C)C(=O)O)c(F)c1
C-C-C-C-C-N-C,0.07654,7,CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;CC1(O)CCCN(C(=O)COCC(F)(F)F)CC1;CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;CCCc1ncc(CNC(=O)C2CC(O)(C3CCCCC3)C2)o1;COc1ccc(CC(=O)N(C)C2CCCCC2S(C)(=O)=O)cc1F
c:c:c1:c:c:c:c:c:1,0.07654,8,Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;Fc1cccc2c1SCCC2=NNc1ccc2ccccc2n1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1;Cc1cc(Cl)ccc1NC(=O)c1cc2ccccc2c(=O)[nH]1;COCC1(C)CCN(C(=O)c2cc3ccccc3c(OC)n2)CC1
C-N-C-c:c:n,0.07648,6,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;Cc1nc2sccn2c1C(C)NCc1ccc(C(C)C)cc1;Cc1cn2ccnc(C(=O)NCCOc3cc(F)cc(F)c3)c2n1;COc1ccc(CN(C)Cc2noc3c2COCC3)cn1;CCCc1ncc(CNC(=O)C2CC(O)(C3CCCCC3)C2)o1
C-C-C-C-C=O,0.07646,6,COCC1(C(=O)O)CCCN1Cc1nnnn1CC(F)(F)F;O=C(O)C1CCCC1S(=O)(=O)NCCSc1ccccc1;N#Cc1cncnc1NCC(CC(=O)O)C1CC1;CCCc1ncc(CNC(=O)C2CC(O)(C3CCCCC3)C2)o1;Cn1nncc1S(=O)(=O)N1C2CCC1C(=O)NC2
c:c:c:c(:c)-O-C-C,0.07642,8,COc1ccc(NC(=O)Cc2ccc3c(c2)OCCO3)cc1Cc1ccccc1;Cc1cn2ccnc(C(=O)NCCOc3cc(F)cc(F)c3)c2n1;COC1(c2nc(C(C)Oc3ccc(Br)cc3Cl)no2)CCC1;N#Cc1ccc(OC2CCN(C(=O)Nc3cc(C4CC4)ccn3)CC2)c(F)c1;CNC(=O)C1CN(Cc2csc(-c3cccs3)n2)c2ccccc2O1
c:c:c-S-N-C,0.07636,6,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;CNS(=O)(=O)c1cc(-c2nc(C3(NC(C)=O)CCCCC3)no2)c(C)o1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c:c-S(=O)(=O)-N-C,0.07634,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;CNS(=O)(=O)c1cc(-c2nc(C3(NC(C)=O)CCCCC3)no2)c(C)o1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c:c-S(=O)-N-C,0.07634,7,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;CNS(=O)(=O)c1cc(-c2nc(C3(NC(C)=O)CCCCC3)no2)c(C)o1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c:c:c(:c)-C-C-C,0.07626,8,COc1ccc(C2(c3nnc(-c4cnccn4)o3)CCOCC2)cc1;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)NC(C)Cc1ccc(O)c(O)c1;Fc1cccc2c1SCCC2=NNc1ccc2ccccc2n1;Cc1cnc(CN2CC=C(c3c[nH]c4ncccc34)CC2)o1
c-C-C-N-C-C,0.07624,6,CCc1nc(CN2CCCC(c3noc(C4CC4)n3)C2)cs1;Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)NC(C)Cc1ccc(O)c(O)c1
c1:c:n:c:n:c:1,0.0758,6,CCCCCn1c(=NC(=O)c2ccc(OC)c(OC)c2)c(C#N)cc2c(=O)n3cccc(C)c3nc21;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;CCCCc1c(C)nc2nc(SC(C(=O)OC)C(OC)OC)nn2c1C;N#Cc1cncnc1NCC(CC(=O)O)C1CC1;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1
c:c:c(:c:c)-O-C-C,0.07574,8,COc1ccc(NC(=O)Cc2ccc3c(c2)OCCO3)cc1Cc1ccccc1;Cc1cn2ccnc(C(=O)NCCOc3cc(F)cc(F)c3)c2n1;COC1(c2nc(C(C)Oc3ccc(Br)cc3Cl)no2)CCC1;N#Cc1ccc(OC2CCN(C(=O)Nc3cc(C4CC4)ccn3)CC2)c(F)c1;CNC(=O)C1CN(Cc2csc(-c3cccs3)n2)c2ccccc2O1
c:c:c:c:c-N(-C)-C-C,0.07512,9,CC(C)(C)c1cnc(CN2CCN(c3ccc(C#N)cn3)CC2)o1;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;CC(=O)N1CCc2cc(NC(=O)c3cc(C)n(C4CCCCC4)c3C)ccc21
c:c:c:c(:c)-N-C-C-C,0.07506,9,Cc1ccc(Oc2ccccc2NC(=O)CCC(=O)[O-])cc1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCNC(=O)N(C)CCCNc1ccccc1;COc1ccc2nc(SC(C)C(=O)Nc3ccc(SC)cc3)[nH]c2c1;COC(C)(C)C(=O)Nc1ccc(OC(C)C(=O)O)c(F)c1
C-N(-C)-c1:c:c:c:c:c:1,0.07494,9,COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;CC(=O)N1CCc2cc(NC(=O)c3cc(C)n(C4CCCCC4)c3C)ccc21;CNC(=O)C1CN(Cc2csc(-c3cccs3)n2)c2ccccc2O1;COc1coc(C(=O)N2CCCc3cc(Br)ccc32)cc1=O
C-C-N-C-C-C-C,0.07488,7,CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;CC1(O)CCCN(C(=O)COCC(F)(F)F)CC1;Cc1cnn(CC2CCCCN2C(=O)CC(C)n2nc(C)cc2C)c1;COc1ccc(CC(=O)N(C)C2CCCCC2S(C)(=O)=O)cc1F;CNS(=O)(=O)c1cc(-c2nc(C3(NC(C)=O)CCCCC3)no2)c(C)o1
C-C-C-N-c1:c:c:c:c:c:1,0.07482,10,Cc1ccc(Oc2ccccc2NC(=O)CCC(=O)[O-])cc1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCNC(=O)N(C)CCCNc1ccccc1;COc1ccc2nc(SC(C)C(=O)Nc3ccc(SC)cc3)[nH]c2c1;CNC(=O)CNC(=O)c1ccc(N2CCC(C)=N2)cc1
c:c:c-N(-C)-C,0.07468,6,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;CC(C)(C)c1cnc(CN2CCN(c3ccc(C#N)cn3)CC2)o1;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;Cc1cc(OCC(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)ccc1C(C)C;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c(:c)-S-N-C,0.07452,6,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c:c(:c)-S(=O)-N-C,0.0745,7,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c:c(:c)-S(=O)(=O)-N-C,0.0745,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c-N(-C-C)-C-C,0.07436,6,CC(C)(C)c1cnc(CN2CCN(c3ccc(C#N)cn3)CC2)o1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;Cc1cc(OCC(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)ccc1C(C)C
C-n1:c:c:c:n:1,0.07432,6,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;Cc1cnn(CC2CCCCN2C(=O)CC(C)n2nc(C)cc2C)c1;Nc1nn(C(=O)c2cccc3ncnn23)c2ccc(F)cc12;Cc1cnn(CC2CN(C(=O)CCCc3ccccc3)CCO2)c1
C-c:c:c:c:c-O,0.07428,7,CCCCCn1c(=NC(=O)c2ccc(OC)c(OC)c2)c(C#N)cc2c(=O)n3cccc(C)c3nc21;COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;COc1ccc(NC(=O)Cc2ccc3c(c2)OCCO3)cc1Cc1ccccc1;Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)NC(C)Cc1ccc(O)c(O)c1
c:c-C-N-c:c:c,0.07418,7,CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;COc1cc(NC(=O)c2ccc(C)o2)cc(OC)c1OC;COCc1ccccc1C(=O)Nc1ccn(C2CCN(C(=O)OC(C)(C)C)C2)n1;CC(=O)N1CCc2cc(NC(=O)c3cc(C)n(C4CCCCC4)c3C)ccc21;COC(=O)c1cc(NC(=O)c2ccnc(OC(F)F)c2)c[nH]1
c:c:c:c-S-N-C,0.074,7,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;CNS(=O)(=O)c1cc(-c2nc(C3(NC(C)=O)CCCCC3)no2)c(C)o1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c:c:c-S(=O)(=O)-N-C,0.07398,9,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;CNS(=O)(=O)c1cc(-c2nc(C3(NC(C)=O)CCCCC3)no2)c(C)o1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c:c:c-S(=O)-N-C,0.07398,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;CNS(=O)(=O)c1cc(-c2nc(C3(NC(C)=O)CCCCC3)no2)c(C)o1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c:c:c-C-N-C-C-N,0.07368,9,COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O
O=C-N-C-C-O,0.07366,6,Cc1cn2ccnc(C(=O)NCCOc3cc(F)cc(F)c3)c2n1;COCCNC(=O)N(C)CCCNc1ccccc1;Cc1ccc(C)c(C2CN(C(=O)CCn3cncn3)C(C)CO2)c1;Cc1cscc1CNC(=O)N1CC(C)OC2(CCOC2C)C1;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1
C-N-C(=O)-C-N,0.07362,6,Cn1nncc1S(=O)(=O)N1C2CCC1C(=O)NC2;CNC(=O)CNC(=O)c1ccc(N2CCC(C)=N2)cc1;CCCNC(=O)CN1CCN(C(=O)c2cnc3c(c2)c(C)nn3C)CC1;CCOc1ccc(C(C)NC(=O)CNC(=O)c2cccc(Br)c2)cc1;CCCC1(CCC)NC(=O)N(CCc2ccncc2)C1=O
c:c:c(:c:c)-N-C-C-C,0.07294,9,Cc1ccc(Oc2ccccc2NC(=O)CCC(=O)[O-])cc1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCNC(=O)N(C)CCCNc1ccccc1;COc1ccc2nc(SC(C)C(=O)Nc3ccc(SC)cc3)[nH]c2c1;COC(C)(C)C(=O)Nc1ccc(OC(C)C(=O)O)c(F)c1
c:c:c(-C):c-C,0.07286,6,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;Cc1ccc(C)c(C2CN(C(=O)CCn3cncn3)C(C)CO2)c1;Cc1cc(OCC(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)ccc1C(C)C;O=C(NCC(O)CN1CCc2ccccc2C1)c1ccc(Nc2ncccn2)cc1
C-C-C(-C)-C-C,0.07258,6,CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;CC1(O)CCCN(C(=O)COCC(F)(F)F)CC1;CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;N#Cc1cncnc1NCC(CC(=O)O)C1CC1;Cc1cscc1CNC(=O)N1CC(C)OC2(CCOC2C)C1
C1-C-N-C-C-N-1,0.07224,6,CC(C)(C)c1cnc(CN2CCN(c3ccc(C#N)cn3)CC2)o1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;Cn1c(CN2CCN(CCO)CC2)nc2cc(Cl)ccc21
c:c:c-C-N-C-C-C-C,0.07212,9,CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCC1(C)CCN(C(=O)c2cc3ccccc3c(OC)n2)CC1;O=C(NC1CCC(C(=O)O)CC1)c1ccc(F)cc1Br
C-C-N(-C)-C-C-C,0.07208,7,CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;CC1(O)CCCN(C(=O)COCC(F)(F)F)CC1;Cc1cnn(CC2CCCCN2C(=O)CC(C)n2nc(C)cc2C)c1;Cc1cc(OCC(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)ccc1C(C)C;COc1ccc(CC(=O)N(C)C2CCCCC2S(C)(=O)=O)cc1F
c:c:c(:c)-S-N-C,0.07174,7,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c:c:c(:c)-S(=O)-N-C,0.07172,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c:c:c(:c)-S(=O)(=O)-N-C,0.07172,9,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c:c-C-N(-C)-C-C-C,0.0715,8,CCc1nc(CN2CCCC(c3noc(C4CC4)n3)C2)cs1;Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1
c:c:c:c:c-C-O,0.07148,7,COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2;Cc1ccc(C)c(C2CN(C(=O)CCn3cncn3)C(C)CO2)c1;COCc1ccccc1C(=O)Nc1ccn(C2CCN(C(=O)OC(C)(C)C)C2)n1;COc1cc(N)c(Cl)cc1C(=O)OCC(=O)Nc1ccc(C(C)(C)C)cc1
c:c-C-C-N-C,0.07136,6,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;Cc1ccc(C)c(C2CN(C(=O)CCn3cncn3)C(C)CO2)c1;COc1ccc(CC(=O)N(C)C2CCCCC2S(C)(=O)=O)cc1F
c-C-C-N-C=O,0.07136,6,Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)NC(C)Cc1ccc(O)c(O)c1;Cc1ccc(C)c(C2CN(C(=O)CCn3cncn3)C(C)CO2)c1;CC(=O)N1CCc2cc(NC(=O)c3cc(C)n(C4CCCCC4)c3C)ccc21;CCn1c(=O)[nH]c2cc(C(=O)N3CCc4[nH]ncc4C3)ccc2c1=O;CC1(C)COC(c2cccc(C(F)(F)F)c2)CN1C(=O)Cc1cscn1
C-C(-C)-C-C-N,0.0713,6,CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;CC1(O)CCCN(C(=O)COCC(F)(F)F)CC1;CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;CC(c1nc(-c2cccc(C(F)(F)F)c2)no1)N1CCN(C(=O)CC2Cn3cnc(C(N)=O)c3NC2=O)CC1;COCC1(C)CCN(C(=O)c2cc3ccccc3c(OC)n2)CC1
c:c:c-C(=O)-N(-C)-C-C,0.0712,9,COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1
c:n:c-N-C-C,0.07104,6,CC(C)(C)c1cnc(CN2CCN(c3ccc(C#N)cn3)CC2)o1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;N#Cc1cncnc1NCC(CC(=O)O)C1CC1;Cc1cc(OCC(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)ccc1C(C)C
c-N-C(=O)-c:c,0.07096,6,CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;Cc1noc(C)c1COc1ccc(C(=O)Nc2nncs2)cc1;COc1cc(NC(=O)c2ccc(C)o2)cc(OC)c1OC;COCc1ccccc1C(=O)Nc1ccn(C2CCN(C(=O)OC(C)(C)C)C2)n1;CC(=O)N1CCc2cc(NC(=O)c3cc(C)n(C4CCCCC4)c3C)ccc21
c:c-N-C(=O)-C-C,0.07092,7,Cc1ccc(Oc2ccccc2NC(=O)CCC(=O)[O-])cc1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;O=C(COc1ccc2c(c1)CCC(=O)N2)Nc1cccnc1;CC(c1nc(-c2cccc(C(F)(F)F)c2)no1)N1CCN(C(=O)CC2Cn3cnc(C(N)=O)c3NC2=O)CC1;COc1ccc2nc(SC(C)C(=O)Nc3ccc(SC)cc3)[nH]c2c1
C-N1-C-C-C-C-1,0.07074,6,COCC1(C(=O)O)CCCN1Cc1nnnn1CC(F)(F)F;CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCc1ccccc1C(=O)Nc1ccn(C2CCN(C(=O)OC(C)(C)C)C2)n1
c:c:c:c(:c)-C-O,0.0704,7,COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2;Cc1ccc(C)c(C2CN(C(=O)CCn3cncn3)C(C)CO2)c1;COCc1ccccc1C(=O)Nc1ccn(C2CCN(C(=O)OC(C)(C)C)C2)n1;COc1cc(N)c(Cl)cc1C(=O)OCC(=O)Nc1ccc(C(C)(C)C)cc1
